ANGER /// 	     &gt;( &gt;(  i'm mad and sad right now. Played so terrible today in both soccer and basketball.	
SADNESS /// 	@Cara_x cos edinburgh uni starts on the 21st which is the day before, and i'll already be in edinburgh cos of freshers week. makes me sad 	
SADNESS /// 	@caramboo yep i'm an Oldhamer, sadly I am not going to glasto this year, this makes me sad 	
SADNESS /// 	@caramelapples I hear ya  It is sad. Hopefully people will start contributing again.	
SADNESS /// 	@cararenee that makes me sad. 	
SADNESS /// 	@carbyville haha. Sad. I guess we should just shut up and enjoy what we gots. 	
SADNESS /// 	@cardhousedream i love that song, it's so sad though 	
SADNESS /// 	@CariAlice I feel sad for El-P too.  	
SADNESS /// 	@carlacharisse it's a handmade bracelet by the Uganda children.and some stories about em.pretty sad 	
SADNESS /// 	@carlaflores soo sad the guy died 	
SADNESS /// 	@carlamedina im sorry, what sad 	
SADNESS /// 	@carlminns That bit of news makes me very sad 	
SADNESS /// 	@carlosfoxtv Carlos! Gokey's gone. Sad.    But Kris and Adam are both good! Kris stole my heart tonight!	
SADNESS /// 	@carlosfoxtv What's sad about Gokey is the story of this wife that passed away.  Wah!  	
SADNESS /// 	@carlyluvsunited how sad and unfortunate - it continues here in the US as well 	
SADNESS /// 	@CarlyPatterson I want to see you get there!! I watched too and I am really sad I wasn't able to get tickets to her tour 	
SADNESS /// 	@carlyy07 aww did you just see the cat in the pool? that was soooo sad 	
SADNESS /// 	@carmen5ive I'm sad and will miss you, too!  Mister you, actually. That's worse. Yay for causing ruckuses!!  The boysenberries can help!	
SADNESS /// 	@carolemoyes i think it only exists in the north west, which is sad 	
SADNESS /// 	@carolrbj lol i know!! i hate izzy :/, gio is adorable.. but i love olivia.. im sad cos she broke with Danny  she was my favorite mcgirl	
SADNESS /// 	@CarolynWahl and im sad I did not get to say goodbye  I hope everything is FANTASTIC!   Give me a call if you ever come back to Tejas!	
SADNESS /// 	@CarrieEmmy Sad to say that in these desperate times you never know what people may do 	
SADNESS /// 	@carriegunns that is so sad.  	
SADNESS /// 	@carrielinn83 I'm sad I can't join in with you guys 	
SADNESS /// 	@carrietino  The 'signage' for your Open House is awesome!  They did a great job.  Makes me sad though.  	
SADNESS /// 	@carrieWUTWUT Dude its so sad. Imagine all those families worrying about where the f'ing plane is  What if they're still alove? OMG	
SADNESS /// 	@carrotcaker WTF ( Super magkasalungat uyng scheds natin! UGH! I'm sad.  Grabe you're up until 7 on Tuesdays and Thursdays! :|	
SADNESS /// 	@carryfiasco Tis sad isn't it?  I'm hoping they might process the refund after tonight.	
SADNESS /// 	@CarterTwinsZach Im sorry I hope u feel better cuz I love u and it makes feel horrible when ur sick or sad or mad or hurt 	
SADNESS /// 	@Casey_Rose_xoxo I know! How have you been girl?  I finished the last book of the Twilight saga.  Sad it's over!  	
SADNESS /// 	@casey887 i believe some people can still access it and others say its not even up anymore!  so yeah go ahead and delete it.  sad right?  	
SADNESS /// 	@CaseyPCarlson What does the future hold for you? I was cheering you on from the beginning so sad you didn't make it to the top 13 	
SADNESS /// 	@caseysevenfold I hope so, otherwise I will be sad 	
SADNESS /// 	@CaseyWark that harry potter is so sad though 	
SADNESS /// 	@caseywright they all look so sad 	
SADNESS /// 	@cashadc  that is sad. I was really looking forward to seeing you! Hopefully we meet up somehow!	
SADNESS /// 	@casinoweb Noo! I can't go  I live in South America!!!  I'm sad. You've a fan here in case you want to come n_n (Dreaming is for free!)	
SADNESS /// 	@cassendraaa mine too, we are sad people. 	
SADNESS /// 	@cassendraaa walao, cannot be sad for awhile meh 	
SADNESS /// 	@cassferatu Aww sounds like a sad story.  I would have sixth-wheeled it up with you. 	
SADNESS /// 	@casssidyblog im in the same boat  its sad really	
SADNESS /// 	@CassySong watch it online..its gonna be a good next season..so much drama but sad no lauren 	
SADNESS /// 	@catatonique Hahahahha. Yeah I don't know why it was stuck on caps but it didnt seem to bug me at the time? No bum pinches this time. Sad 	
SADNESS /// 	@CatherineDay Sad face  Still, getting it repierced should be fun, scar tissue an' all.... ouch :S	
SADNESS /// 	@cathy7070 I actually like &quot;Jimmy&quot; more than I like Castiel! Jimmy is so endearing!!! Ahhh &lt;3 his story was so sad though 	
SADNESS /// 	@cathylando yesss back to canada. i am excigted to go home but so sad to leave here  its hard haha	
SADNESS /// 	@CathyZielske i am sad for families that fall apart, but even more sad for kids who get taken down with the parents.  poor kids. 	
SADNESS /// 	@catstein I'm sad I didn't get to see him in Charlotte the other night! I'm going to download that song I love though! I miss you 	
SADNESS /// 	@cavsfanatic Just read that post   So sad.	
SADNESS /// 	@caz_k Sad that I missed out on seeing you 	
SADNESS /// 	@cbellamy Sad news. Your journal was &quot;Returned to Sender.&quot; It didn't even make it to its second destination. 	
SADNESS /// 	@cbgb0426 me too so sad 	
SADNESS /// 	@cbrett It's a sad, sad world. 	
SADNESS /// 	@cbrooksw haha from the car wash or the lacrosse game? and i'm sad we didn't do the car wash dance 	
SADNESS /// 	@CBrown7785 how sad 	
SADNESS /// 	@CBSNews  So sad about Farrah Fawcett   My condolences to Ryan and her family. What a fight she put up!!  God Bless Farrah	
SADNESS /// 	@cchellseaa omg thats so sad 	
SADNESS /// 	@ccmaine I'm only blipping sad songs .. 'cause I'm not going to Phoenix.  â™« http://blip.fm/~8f0s1	
SADNESS /// 	@ccoleiii awww sad face.  (not tryna be funny either.)	
SADNESS /// 	@cdigennaro doesn't it break your heart?  This situation in Iran is very similar to Burma (the media situation anyway) and it's so sad.  	
SADNESS /// 	@cdoublev yeah - this time for good  hardware test showed a faulty processor - sad day	
SADNESS /// 	@CDubYo ya, i'm sad I'm missing out on all the cougar fun tonight  It would have been epic!	
SADNESS /// 	@cdurham23 We got some sad news in the office today, one of my coworkers daughter passed away last night 	
SADNESS /// 	@cecilong i know im scared!!!! why are you sad 	
SADNESS /// 	@cecinievas NO COMENTTS. i think the same now, really i dont know what to think about it. i know its soooo sad and hurts a lot both of us 	
SADNESS /// 	@CeeJayZee      i'm sad for you?! wheress @nickjonas.... you guys need to meeet... he'd love you	
SADNESS /// 	@cehouck that's because we're like the same person, ahaha. Ps Your message about your wedding pics made me sad 	
SADNESS /// 	@celebfakes sad face 	
SADNESS /// 	@CelestialQ R u sure...I just went to ABC Family and it is showing the 6 week body makeover  sad face!	
SADNESS /// 	@celinehlbk yeah i'm praying for them too. its very sad. i hope there's some chance of life yet 	
SADNESS /// 	@celsbels i know, right?  what a sad FD story. shucks.	
SADNESS /// 	@Celz29 I know- this is where what I blog becomes iffy- he looks so sad and it makes me sad for him. 	
SADNESS /// 	@cenrak is watching wall-e,,, so far so good, !!! (try blue, it's the new red) :S. the movie is kinda sad 	
SADNESS /// 	@cenrak it will take years to explain that to the driver :p ,, i end up eating burgerking !! how sad 	
SADNESS /// 	@centrinoduo91 it does  + no trophy whoring = sad Ulti	
SADNESS /// 	@Ceren_ will I ever see you again? I always feel so jealous and sad because you're always talking to and seeing people who are never me. 	
SADNESS /// 	@Ceren_ will I ever see you again? I always feel so jealous and sad because you're always talking to and seeng people who are never me.  	
SADNESS /// 	@ceridwenthecat I hope your mama comes back soon. This is so sad.  	
SADNESS /// 	@cescavizconde I mishyu.. When can you come back to the Tower? I'm sad without my &quot;twinny&quot;! My bathroom breaks suck without you! 	
SADNESS /// 	@cessyyy That's sad  Go to www.sidereel.com to check out the rest of the episodes if you can't wait to buy the DVD for the rest of the eps	
SADNESS /// 	@cg04 mm watching my baby play guitar? Lol...ps sad about jon and kate 	
SADNESS /// 	@cggarcia that's so sad 	
SADNESS /// 	@CGZee im sad i cant have a burger 	
SADNESS /// 	@ch0colatechip We scared who out the club? What r u talkn about Dee? I never punked anybody  awww... That's sad. But 4 real who was it?	
SADNESS /// 	@CH35C44 if zeke goes.. neighbours would be very sad  don't you just miss rachel &amp; ty?	
SADNESS /// 	@CHactingNYC biography about her at the moment' Hahaha...it's sad that I know that 	
SADNESS /// 	@Chaddbreon if that's what you know then that's what is...it's sad though 	
SADNESS /// 	@chadfu I thought you were going to save me some...now I am sad 	
SADNESS /// 	@ChaDiggs aww chaddy! you're like the most positive person i know! i hate seeing you like this  dont make me sad	
SADNESS /// 	@ChadMichMurray No you cant leave OTH! you two make the show  im so sad right now	
SADNESS /// 	@chadmichmurray that's so sad and disappointing you and hilarie aren't  coming back to the show next season 	
SADNESS /// 	@chadtheinkman http://twitpic.com/6v2l7 - No I'm not! Just sad my mac still isn't fixed. 	
SADNESS /// 	@chaletlaforet shit that is awful... could not believe it at first... so sad  	
SADNESS /// 	@challyzatb I will be in Canberra  Marking. I am v. sad that I will miss seeing everyone!	
SADNESS /// 	@chaneltears where have you been,you better come with me to get my tattoo or or i'll be sad 	
SADNESS /// 	@changethemusic yikes! That is so scary! And really sad for those people. 	
SADNESS /// 	@changroy sad ... no ones tweeting ... 	
SADNESS /// 	@ChaniKai nope, no nkotb near me  very sad. u?	
SADNESS /// 	@ChanLa I'm sad that I can't hang out at the 21 and up Spots with ya'll 	
SADNESS /// 	@Chantelsays A lot of people lor!! Damn sad one!!  I look stuck up meh!	
SADNESS /// 	@chanvin if I was in atl I so would! Sad day! 	
SADNESS /// 	@chapperscounts because people are sad and they want to steal your details and phish you!! 	
SADNESS /// 	@CharCharr nopes eastcoast then back to vegas.  Kinda sad i was ready for you to sculpt me tonight 	
SADNESS /// 	@charessespieces Not even Flapjack?! D: This is a sad day for television indeed.  Can you watch stuff online?	
SADNESS /// 	@CharleeAnn I know! I do too. But I do love the very very end of it. But it's oh so sad 	
SADNESS /// 	@charlene_lewis_ Oh you sad bitch. Following the GG crew? If you were here, I would have to tease you like crazy  but you're not.... darn.	
SADNESS /// 	@CharlesWBrown already the end of the tour... so sad  can't wait for next time!!!!	
SADNESS /// 	@charltonbrooker Actually I disagreed with your view on Prison Break - the mental implausibility made it even more compelling. SAD FACE. 	
SADNESS /// 	@charmania i KNOOOOOW!! i'm so excited, lol. except i can't go to their show in towson, so now i am le sad 	
SADNESS /// 	@charmedmommy247 Aw! I was so sad when I got back from my beer run and you were gone 	
SADNESS /// 	@charsyliangco THE PICTURE IS MAKING ME SAD  I miss that too	
SADNESS /// 	@chaselisbon im sorry about ur chicken. Thats sad. 	
SADNESS /// 	@chaseswindler SAD FACE IN CAPS-LOCK   	
SADNESS /// 	@chatterboxpr me too. im so sad right now 	
SADNESS /// 	@chatvert182 ahhh, that is sad. 	
SADNESS /// 	@chayce Good story. Got my attention right away. Interesting narrative. Loved this line &quot;..bush as dense as, well, Bush.&quot; Sad ending. 	
SADNESS /// 	@CHEAPTHRILL sad because deuce can't come visit you?? 	
SADNESS /// 	@cheboludo why u sad naco?  hey u did good on sales today!!! 	
SADNESS /// 	@chebonne That secret makes me sad. 	
SADNESS /// 	@checkitoutjune_ yeah but it was pretty sad.  lol	
SADNESS /// 	@cheddahcheeze yeah it was really gd the beginning was sad 	
SADNESS /// 	@chedderfish Yeah it's sad that you're all caught up and I have a giant pile on my desk. 	
SADNESS /// 	@cheechbud Aww thats beautiful in a sad way but true... 	
SADNESS /// 	@CheekyB So sad about the buffaloes....  Hopefully next wknd will work out (my damn job!).	
SADNESS /// 	@Cheenita it was too sad for kids 	
SADNESS /// 	@cheesemosa No updates yet.   Sad huh.	
SADNESS /// 	@cheesivore Something seemed sad about it. He just wanted a nice little ice cream for himself.  He deserves a nice little ice cream.	
SADNESS /// 	@chefrock It's sad that most people don't know who Julia or Jacques are...   	
SADNESS /// 	@ChelleRenee80 Uhmm how bout now!?? I'm sad its not changing!! 	
SADNESS /// 	@Chells   Sad. Hate it work work interferes with real life...	
SADNESS /// 	@chellycat14  I can imagine.  I get really sad when I think about school being officially over so soon, time has gone too fast	
SADNESS /// 	@ChelseaaWhite woooooossshhh. nobody likes me on this thing  how sad hahaha x	
SADNESS /// 	@chelseacriner http://twitpic.com/7hg32 - SAD 	
SADNESS /// 	@chelseastalking so i just singled her out... poor kid, i think she's sad 	
SADNESS /// 	@chelseyann226 Truth hurts...you're so indenial it's sad 	
SADNESS /// 	@chelsie01 OMG! Chelsie we can no longer be friends. It's a sad sad day. 	
SADNESS /// 	@chemicalzombie not really...I'm just sad 	
SADNESS /// 	@chenelleworld yeah it's a sad day for me..mwas really looking forward to connecting 	
SADNESS /// 	@Cheramie24 I'm so sad I missed Dog days of Denton today and I can't go tomorrow either!  Was it fun??	
SADNESS /// 	@cherbear1830 Quite possibly... Sad day  You plan on hanging out in lex awhile? Can I join?	
SADNESS /// 	@CherillKeynes oh? OMD! That's sooo close! That's so sad. ( Jeez. Traffic can be pretty annoying. 	
SADNESS /// 	@Cheritree_Hime so sad you're not here.  how are you dear?	
SADNESS /// 	@cherrichiodo that is very sad news, so young...must have been hard to tell. My heart hurts for her family 	
SADNESS /// 	@Cherrow414 Very sad  I love you! I wrote you a card	
SADNESS /// 	@CherryBlossomB i cant see it...  sad. because my IP address is american. it will continue.  yayy! lalala. 	
SADNESS /// 	@cherrypopcandys i dono just wonderd LOL.  im sad you cant go to taiwan	
SADNESS /// 	@CherubNKOTB Im sad i went to the show and didn't got the afterparty... was just too tired and hot 	
SADNESS /// 	@cheryl2788 @veronique0882 &amp; @songkat Am sad that I live so far away and can't hang with you guys.  	
SADNESS /// 	@cheryldsouza But the idea of eating gnomes makes me sad. 	
SADNESS /// 	@cherylmaeg aww are you sad leaving 39? i know i was... i miss that apt so much 	
SADNESS /// 	@chessabrownlee im sad too. But idk why haha... 	
SADNESS /// 	@chiahaha I would lurve to have you model for me and guess what? i live in italia  not aussie not im sad  	
SADNESS /// 	@chiaraaaa awwww it was a good fish  thats sad. do u know how it died? rip taylor scala	
SADNESS /// 	@ChiBlackhawks Spreadsheet? Sad. 	
SADNESS /// 	@chicalit sad state of affairs  , thx for warning.	
